id,name,neighbourhood,latitude,longitude,room_type,property_type,price,minimum_nights,number_of_reviews,reviews_per_month,availability_365,host_is_superhost,instant_bookable
34338841,Tulsa #2 Nicely Priced Bedroom,Neighborhood highlights,40.06441,-82.98791,Private room,Private room in home,26,30,7,0.09,143,f,f
34349508,Huge 4 BED/2.5 BA home w/ big back yard and deck!!,Neighborhood highlights,40.06373,-82.98746,Entire home/apt,Entire home,168,2,326,4.21,315,t,f
34442208,Lovely Lower Level within our home,Neighborhood highlights,40.09987,-82.96752,Entire home/apt,Entire rental unit,72,2,99,1.29,172,t,f
34445753,Regan's Place: (Very Near Downtown),Neighborhood highlights,39.96301,-82.97408,Private room,Private room in home,34,1,532,6.87,296,t,f
34468537,Big Grey | 3 Suites | 5 Queens | OSU 1/2mi,Neighborhood highlights,39.98584,-83.01156,Entire home/apt,Entire home,230,2,146,2.41,244,t,f
34647802,Buckeye Gem - 3BR Townhome,Neighborhood highlights,40.00018,-82.99767,Entire home/apt,Entire rental unit,108,28,92,1.19,232,f,f
34653410,🌟 Updated Grandview Townhome!-Central Downtown/OSU,Neighborhood highlights,39.98906,-83.04186,Entire home/apt,Entire townhouse,103,1,423,5.46,246,t,t
34691154,"Modern Luxury Private Room, Mins to CMH airport",Neighborhood highlights,39.96662,-82.91328,Private room,Private room in home,38,1,92,1.19,150,f,t
34725750,Ruby in the Village | The gem of downtown CBUS 💎,Neighborhood highlights,39.98301,-82.99677,Entire home/apt,Entire home,101,1,317,4.34,335,t,f
34729209,"Modern Private Room, Minutes to Airport and Shops",Neighborhood highlights,39.96691,-82.91349,Private room,Private room in home,38,1,106,1.37,166,f,t
34817039,Cozy SOHUD Second Floor Apartment With Parking Lot,Neighborhood highlights,40.01317,-83.00301,Entire home/apt,Entire rental unit,66,2,183,2.37,30,t,f
35223461,Private Parking_OSU/ExpoCenter Renovated 2story 6C,Neighborhood highlights,39.99577,-82.99798,Entire home/apt,Entire rental unit,98,1,407,5.32,186,t,t
35321049,Rare Downtown Apartment +Free Parking +300MB Wifi,Neighborhood highlights,39.9542,-82.99822,Entire home/apt,Entire rental unit,70,3,112,1.47,322,t,f
35634056,Spacious Home Away From Home,Neighborhood highlights,40.07081,-82.97055,Entire home/apt,Entire home,246,2,146,1.91,166,t,f
35687139,Free Laundry | Walkable to OSU | Free Parking,Neighborhood highlights,39.98757,-83.03596,Entire home/apt,Entire rental unit,117,1,211,2.78,175,t,t
35916240,Luxe 4BR w/ Outdoor Living!,Neighborhood highlights,39.98035,-83.01565,Entire home/apt,Entire home,235,2,212,2.78,333,t,f
36174639,Mohawk Masterpiece - German Village!,Neighborhood highlights,39.945297,-82.992607,Entire home/apt,Entire townhouse,85,30,202,2.67,318,t,f
36302483,★ Caesar’s Palace ★ Old North Duplex near OSU★,Neighborhood highlights,40.01369,-82.99857,Entire home/apt,Entire home,180,2,71,1.5,348,t,f
36302698,"★Easton Waterfront: Boat, Fish, Theatre, Barcade★",Neighborhood highlights,40.02605,-82.94229,Entire home/apt,Entire cabin,358,2,293,3.89,351,t,f
36346074,LUXELOFT High St ShortNorth Free Park RooftopPatio,Neighborhood highlights,39.97467,-83.00347,Entire home/apt,Entire townhouse,135,1,361,4.8,213,t,f
36409437,Two Bedroom Modern Apartment with Parking,Neighborhood highlights,40.01284,-83.00197,Entire home/apt,Entire rental unit,72,2,148,1.96,32,t,f
36596947,Valley R- A private attached bathroom,Neighborhood highlights,40.06525,-82.98132,Private room,Private room in home,45,5,88,1.17,80,t,f
36626866,Luxury Home @ Easton Town Center~2BR/2BA.,Neighborhood highlights,40.0471,-82.91477,Entire home/apt,Entire condo,142,2,73,1.02,117,f,f
36764786,1BD Olde Town East Guesthouse Near Downtown,Neighborhood highlights,39.96075,-82.97292,Entire home/apt,Entire guest suite,53,30,147,1.95,171,t,f
36811312,Majestic Mohawk I | German Village | Parking!,Neighborhood highlights,39.94622,-82.99295,Entire home/apt,Entire home,106,2,205,2.74,259,t,f
36977254,Paradise R 1,Neighborhood highlights,40.06477,-82.98166,Private room,Private room in home,45,4,69,0.92,176,t,f
37053393,Wonderbread Factory Loft- Short North-Free Parking,Neighborhood highlights,39.97762,-82.99849,Entire home/apt,Entire rental unit,123,2,440,5.89,276,t,f
37053655,Wonderbread Loft - Short North - Free Parking!,Neighborhood highlights,39.97762,-82.99849,Entire home/apt,Entire rental unit,119,2,445,5.93,293,t,f
37053853,Short North Industrial  Loft - Free Parking!,Neighborhood highlights,39.97762,-82.99849,Entire home/apt,Entire rental unit,123,2,385,5.14,297,t,f
37154893,Italian Village Flat - Short North - Free Parking,Neighborhood highlights,39.98554,-82.99921,Entire home/apt,Entire rental unit,96,2,446,6.01,298,t,f
37155054,Modern Flat - Short North - Free Parking,Neighborhood highlights,39.98502,-82.99915,Entire home/apt,Entire rental unit,121,2,390,5.28,305,t,f
37159760,PrivateParking/Entrance_OSU/ExpoCentr 7D Renovated,Neighborhood highlights,39.9968,-82.99748,Entire home/apt,Entire rental unit,99,1,275,3.67,188,t,t
37210104,Quite Stay near 270 and 670 to Downtown and OSU,Neighborhood highlights,40.06098,-82.88304,Entire home/apt,Entire home,294,2,27,0.37,263,f,t
37347972,Fincastle,Neighborhood highlights,40.02181,-83.00858,Entire home/apt,Entire rental unit,45,30,7,0.1,0,f,f
37357516,"Glenmont Inn-Whole House! Outdoor oasis-Pool,Fire",Neighborhood highlights,40.04479,-83.01173,Entire home/apt,Entire home,981,2,133,1.86,307,t,f
37394149,German Village Point,Neighborhood highlights,39.95105,-82.98659,Entire home/apt,Entire condo,92,1,311,4.16,155,t,f
37858782,OSU #B-1 Great Place!,Neighborhood highlights,40.0057,-82.99859,Private room,Private room in rental unit,27,30,10,0.14,179,f,f
37928558,Historic North Market Loft—CONVENTION CENTER/ARENA,Neighborhood highlights,39.97153,-83.00321,Entire home/apt,Entire condo,109,2,147,2,237,f,f
37929358,OSU #B-2 Great Place!,Neighborhood highlights,40.00553,-82.99848,Private room,Private room in rental unit,27,30,9,0.21,151,f,f
38000925,PrivateParking/Entrance_OSU/ExpoCentr 7A Renovated,Neighborhood highlights,39.99653,-82.99694,Entire home/apt,Entire rental unit,99,1,268,3.61,184,t,t
38047463,"Pristine Clean and Sanitized, 4beds, 3 bath home",Neighborhood highlights,40.08434,-82.93162,Entire home/apt,Entire home,1541,3,94,1.27,243,f,f
38064211,"Cozy, clean, and quiet; easy access to everything!",Neighborhood highlights,40.07288,-83.0276,Entire home/apt,Entire home,118,2,204,2.82,322,t,f
38073577,ARENA ROOM ★ Modern & Comfy - with free PARKING ★,Neighborhood highlights,40.01323,-83.00082,Private room,Private room in home,129,1,309,4.19,22,t,f
38104535,★ Bright & Relaxing - Cleaned & Sanitized ❤️,Neighborhood highlights,40.01109,-83.00073,Private room,Private room in home,120,1,180,2.44,23,t,f
38104611,"★ Large, Modern & Bright ❤️ CLEANED & SANITIZED!",Neighborhood highlights,40.01319,-83.0008,Private room,Private room in home,125,1,295,4,21,t,f
38104632,★ Cozy & Comfortable Private Room ❤️ Stay Here!,Neighborhood highlights,40.01185,-83.00223,Private room,Private room in home,120,1,232,3.15,21,t,f
38104661,EDGEWOOD ROOM ★ 2 Beds ★ Comfortable Private Room,Neighborhood highlights,40.01185,-83.00169,Private room,Private room in home,125,1,155,2.11,24,t,f
38105884,Amherst Room - Modern and Spacious,Neighborhood highlights,40.01197,-83.00049,Private room,Private room in home,127,1,322,4.38,18,t,f
38105885,"★Bright, Modern & Stylish-Great Value-Ultra Clean!",Neighborhood highlights,40.01259,-83.00149,Private room,Private room in home,120,1,221,3.02,21,t,f
38105887,"CELINA ROOM ★Spacious, Bright & Private Room ❤️",Neighborhood highlights,40.01142,-83.00014,Private room,Private room in home,125,1,270,3.67,22,t,f
38105890,★Comfortable & Cozy Room ❤️ Professionally Cleaned,Neighborhood highlights,40.01188,-83.00051,Private room,Private room in home,125,1,180,2.46,25,t,f
38105891,"EATON ROOM ★ 2 Beds, Great For 2 People ★ Comfy",Neighborhood highlights,40.01269,-83.00237,Private room,Private room in home,120,1,162,2.2,22,t,f
38352416,Ideally Located 1 Bdrm Stay | Parking & Laundry,Neighborhood highlights,39.98627,-83.00453,Entire home/apt,Entire condo,92,2,279,3.8,313,t,t
38359601,Cozy south campus apartment!,Neighborhood highlights,39.98871,-83.01581,Entire home/apt,Entire rental unit,91,1,508,6.91,67,t,f
38437430,The SoHo Patio Loft—CONVENTION CENTER/SHORT NORTH,Neighborhood highlights,39.97467,-83.00347,Entire home/apt,Entire condo,113,2,146,1.99,239,f,f
38462075,Art House Retreat,Neighborhood highlights,40.07056,-83.0045,Entire home/apt,Entire home,343,2,68,0.97,24,f,f
38646422,A Quaint and Quiet Retreat...,Neighborhood highlights,40.07695,-83.09722,Private room,Private room in home,63,30,12,0.19,269,t,f
38648313,Enchanting  and Charming,Neighborhood highlights,40.0781,-83.09869,Private room,Private room in home,49,30,15,0.21,200,t,f
38675404,Guest Suite with private entrance on 1.5 acres.,Neighborhood highlights,40.07025,-83.03864,Entire home/apt,Entire guest suite,76,1,600,8.38,45,t,t
38868238,INDEPENDENT 4 Bdr Home Nr Downtown NO CLEANING FEE,Neighborhood highlights,39.95499,-83.14739,Entire home/apt,Entire home,174,1,428,5.88,86,f,f
38900550,Corbett House Green Room Neil Ave VictorianVillage,Neighborhood highlights,39.9848,-83.01396,Private room,Private room in home,85,30,74,1.02,149,t,f
38927976,"German Village Luxury, Charm and Relaxation",Neighborhood highlights,39.93983,-82.98867,Entire home/apt,Entire bungalow,103,1,352,4.9,232,t,f
39003869,Walkable and Cozy German Village Haus/Pets OK,Neighborhood highlights,39.95061,-82.99384,Entire home/apt,Entire townhouse,108,1,382,6.08,333,t,t
39063726,PrivateParking/Entrance_OSU/ExpoCentr 6E Renovated,Neighborhood highlights,39.99568,-82.99808,Entire home/apt,Entire rental unit,99,1,230,3.19,194,t,f
39198166,2B 1.5BA Worthington Townhome - near 270,Neighborhood highlights,40.10943,-83.05672,Entire home/apt,Entire townhouse,72,1,248,3.44,266,f,t
39338442,Gorgeous 4brm/3bath home in Old North,Neighborhood highlights,40.01377,-83.00739,Entire home/apt,Entire home,209,1,101,1.4,357,t,f
39341198,Charming Loft in Historic German Village,Neighborhood highlights,39.9506,-82.9893,Entire home/apt,Entire home,115,1,351,4.87,223,t,f
39369196,Cozy Home/Airport/Entire Place/contractor friendly,Neighborhood highlights,39.9913,-82.93103,Entire home/apt,Entire townhouse,82,1,457,6.34,326,f,f
39416332,The Short North Retreat II - Free Private Parking,Neighborhood highlights,39.98173,-83.00412,Entire home/apt,Entire rental unit,94,2,374,5.21,303,t,f
39548469,Columbus Corner Castle,Neighborhood highlights,39.99123,-82.99912,Entire home/apt,Entire home,546,1,65,0.94,118,f,f
39590575,PrivateParking/Entrance_OSU/ExpoCentr 6A Renovated,Neighborhood highlights,39.99537,-82.9975,Entire home/apt,Entire rental unit,99,1,206,2.87,183,t,t
39621898,COMPLETELY UPDATED 4 bed/2 bath home w/ deck+yard,Neighborhood highlights,40.09833,-82.96927,Entire home/apt,Entire home,148,2,267,3.74,337,t,f
39648072,OSU & Riverside| Washer & Dryer| Fenced Backyard,Neighborhood highlights,40.02302,-83.00147,Entire home/apt,Entire home,285,3,86,1.38,333,t,f
39668530,Earthy and Sunny room - Close to OSU,Neighborhood highlights,40.02765,-83.01806,Private room,Private room in home,32,30,6,0.09,331,t,f
39732080,"Sweet Home in QUIET area near Airport, CU & DWTN",Neighborhood highlights,39.95883,-82.92331,Entire home/apt,Entire home,109,30,75,1.07,174,f,t
39855489,Quaint Townhouse in Merion Village #2,Neighborhood highlights,39.92986,-82.99183,Entire home/apt,Entire townhouse,58,1,96,1.35,321,t,f
39987327,Spacious & Comfy Home 1 Block from German Village!,Neighborhood highlights,39.94655,-82.98048,Entire home/apt,Entire home,101,1,288,4.08,342,f,f
40150903,Almost Bexley Cozy Corner Room 2 Near Airport,Neighborhood highlights,39.96505,-82.92275,Private room,Private room in home,66,30,12,0.26,179,t,f
40162695,Private Parking_OSU/ExpoCenter Renovated 2story 7C,Neighborhood highlights,39.99638,-82.99813,Entire home/apt,Entire rental unit,97,1,295,4.14,197,t,t
40175552,Sparkling 3BR/Remodeled/Walk to Campus+Short North,Neighborhood highlights,39.99308395385742,-83.00061035,Entire home/apt,Entire home,80,1,137,1.96,57,t,f
40260123,Short North Studio with off-street parking,Neighborhood highlights,39.98367,-83.00466,Entire home/apt,Entire rental unit,63,7,149,2.09,187,t,f
40275467,PrivateParking/Entrance_OSU/ExpoCentr 9D Renovated,Neighborhood highlights,39.9971,-82.99578,Entire home/apt,Entire rental unit,98,1,208,2.92,197,t,t
40347805,"#2 Near Mapfre, OSU, Hospitals, Arenas & Downtown",Neighborhood highlights,40.01772,-82.99801,Entire home/apt,Entire rental unit,161,2,96,1.38,348,t,f
40397893,"#1 Near Mapfre, OSU, Hospitals, Arenas & Downtown",Neighborhood highlights,40.01617,-82.99976,Entire home/apt,Entire rental unit,163,2,74,1.1,296,t,f
40430589,Private Parking_OSU/ExpoCenter Renovated 2story 9C,Neighborhood highlights,39.99646,-82.99689,Entire home/apt,Entire rental unit,98,1,223,3.22,200,t,t
40430828,PrivateParking/Entrance_OSU/ExpoCentr 9E Renovated,Neighborhood highlights,39.99662,-82.99675,Entire home/apt,Entire rental unit,97,1,204,2.88,195,t,t
40531348,The Short North Retreat III - Free Private Parking,Neighborhood highlights,39.98173,-83.00412,Entire home/apt,Entire rental unit,94,2,427,6.06,306,t,f
40567974,Home Away from Home In Quiet Neighborhood,Neighborhood highlights,40.06528,-83.01095,Entire home/apt,Entire home,87,1,267,3.94,346,t,f
40568031,Perfect for Families & Work - Clean & Spacious 3BR,Neighborhood highlights,40.06351,-83.01343,Entire home/apt,Entire home,100,1,276,4.05,351,t,f
40756696,The Short North Urban Cottage - Private Parking,Neighborhood highlights,39.98267,-82.9972,Entire home/apt,Entire cottage,102,2,363,5.19,99,t,f
40803264,Anderson Estate- Near Downtown- Fast Wi-Fi,Neighborhood highlights,39.95961,-82.96454,Entire home/apt,Entire home,158,4,105,1.53,117,f,t
40952014,Downtown Luxury Apartment on the Columbus Commons,Neighborhood highlights,39.95923,-82.99987,Entire home/apt,Entire rental unit,152,2,164,2.35,323,t,f
41090934,PrivateParking/Entrance_OSU/ExpoCentr 9A Renovated,Neighborhood highlights,39.99498,-82.99741,Entire home/apt,Entire rental unit,99,1,173,2.48,194,t,t
41195989,Amazing Apartment in the Heart of Downtown,Neighborhood highlights,39.95921,-82.99984,Entire home/apt,Entire rental unit,95,2,242,3.47,297,t,t
41211391,The City View Suite | Garage Parking | Top Floor!,Neighborhood highlights,39.95652,-83.01033,Entire home/apt,Entire rental unit,211,30,17,0.24,364,t,f
41400755,Cozy North Columbus 10 min from Airport,Neighborhood highlights,40.01567,-82.95243,Entire home/apt,Entire home,158,1,114,1.68,177,t,f
41510465,The Urban Oasis | Garage Parking | Walk-In Shower,Neighborhood highlights,39.95656,-83.01223,Entire home/apt,Entire rental unit,198,30,27,0.39,57,t,f
41535653,Near OSU + Riverside | No Steps | Garage Parking!,Neighborhood highlights,39.95724,-83.01221,Entire home/apt,Entire rental unit,171,30,11,0.16,118,t,f
41598713,River View Flat | Free Parking | Walk-In Shower!,Neighborhood highlights,39.95531,-83.0109,Entire home/apt,Entire rental unit,149,30,18,0.26,88,t,f
41791927,"Remodeled Bungalow, 2 Kings, 3 min to OSU",Neighborhood highlights,40.03131,-83.02205,Entire home/apt,Entire home,160,2,101,1.48,340,t,f
41836651,2BR/1BA Near OSU | Historic Charm & Modern Comfort,Neighborhood highlights,40.01512,-83.00108,Entire home/apt,Entire rental unit,94,2,190,2.77,56,f,f
41911372,Paradise R 2,Neighborhood highlights,40.06445,-82.98281,Private room,Private room in home,44,4,55,0.81,89,t,f
42013467,Historic B&B Queen Room • Short North • Breakfast,Neighborhood highlights,39.97696,-83.00095,Private room,Private room in bed and breakfast,208,1,7,0.12,316,f,t
42014128,Traditional B&B King Room • Hot Breakfast Daily,Neighborhood highlights,39.97649,-83.00142,Private room,Private room in bed and breakfast,207,1,5,0.08,297,f,t
42169704,Bexley Adjacent Master Suite,Neighborhood highlights,39.96364,-82.9216,Private room,Private room in home,82,2,22,0.9,52,t,f
42203948,Modern Downtown Luxury Apartment,Neighborhood highlights,39.95923,-82.99987,Entire home/apt,Entire rental unit,114,2,156,2.31,336,t,t
42366117,"Starling Station Historic Home Prem Garage, Locale",Neighborhood highlights,39.93819,-82.99273,Entire home/apt,Entire home,100,30,10,0.41,364,f,f
42381001,"Campus Charm ♦️ Roku TV, Walk to High St Eats!",Neighborhood highlights,39.99746,-83.00708,Entire home/apt,Entire rental unit,65,1,222,3.26,234,f,t
42383635,High Street OSU Retreat by Starbucks & Campus,Neighborhood highlights,39.99925,-83.00708,Entire home/apt,Entire rental unit,65,1,292,4.31,229,f,t
42385110,"Easy Parking, Heart of Ohio State Walk to High St",Neighborhood highlights,39.99845,-83.00496,Entire home/apt,Entire rental unit,90,30,366,5.37,248,f,f
42385659,The Barn Door Loft—DOWNTOWN/ARENA/CONV CENTER,Neighborhood highlights,39.964275,-82.99778,Entire home/apt,Entire condo,118,30,10,0.15,175,f,f
